name,label,period,description,analysis_unit,dataset_name,study,questionnaire
W29,GIP Wave 29,2017/05,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 29 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_16]i] - gender
• [i[year_of_birth_cat_16]i] - year of birth categories
• [i[educ_school_16]i] - highest educational degree
• [i[educ_job_16]i] - highest professional qualification
• [i[marital_status_16]i] - marital status
• [i[number_hh_members_16]i] - number of household members
• [i[occupation_16]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_16]i] - residence state
• [i[german_citizenship_16]i] - german citizenship
• [i[internet_usage_16]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W29_V2,gip,W29
W30,GIP Wave 30,2017/07,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 30 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_16]i] - gender
• [i[year_of_birth_cat_16]i] - year of birth categories
• [i[educ_school_16]i] - highest educational degree
• [i[educ_job_16]i] - highest professional qualification
• [i[marital_status_16]i] - marital status
• [i[number_hh_members_16]i] - number of household members
• [i[occupation_16]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_16]i] - residence state
• [i[german_citizenship_16]i] - german citizenship
• [i[internet_usage_16]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W30_V3,gip,W30
W31,GIP Wave 31,2017/09,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 31 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_17]i] - gender
• [i[year_of_birth_cat_17]i] - year of birth categories
• [i[educ_school_17]i] - highest educational degree
• [i[educ_job_17]i] - highest professional qualification
• [i[marital_status_17]i] - marital status
• [i[number_hh_members_17]i] - number of household members
• [i[occupation_17]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_17]i] - residence state
• [i[german_citizenship_17]i] - german citizenship
• [i[internet_usage_17]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W31_V1,gip,W31
W32,GIP Wave 32,2017/11,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 32 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_17]i] - gender
• [i[year_of_birth_cat_17]i] - year of birth categories
• [i[educ_school_17]i] - highest educational degree
• [i[educ_job_17]i] - highest professional qualification
• [i[marital_status_17]i] - marital status
• [i[number_hh_members_17]i] - number of household members
• [i[occupation_17]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_17]i] - residence state
• [i[german_citizenship_17]i] - german citizenship
• [i[internet_usage_17]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W32_V1,gip,W32
W33,GIP Wave 33,2018/01,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 33 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_17]i] - gender
• [i[year_of_birth_cat_17]i] - year of birth categories
• [i[educ_school_17]i] - highest educational degree
• [i[educ_job_17]i] - highest professional qualification
• [i[marital_status_17]i] - marital status
• [i[number_hh_members_17]i] - number of household members
• [i[occupation_17]i] - employment status
• [i[german_citizenship_17]i] - german citizenship
• [i[internet_usage_17]i] - private internet usage
• [i[state_17]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status
Preload-Variablen aus vorherigen GIP-Wellen:
- aus Welle 17 (Mai 2015):
• [i[BF17035]i] main group BF17
• [i[BF17031]i] year of birth child",p,GIP_W33_V2,gip,W33
W34,GIP Wave 34,2018/03,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 34 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_17]i] - gender
• [i[year_of_birth_cat_17]i] - year of birth categories
• [i[educ_school_17]i] - highest educational degree
• [i[educ_job_17]i] - highest professional qualification
• [i[marital_status_17]i] - marital status
• [i[number_hh_members_17]i] - number of household members
• [i[occupation_17]i] - employment status
• [i[german_citizenship_17]i] - german citizenship
• [i[internet_usage_17]i] - private internet usage
• [i[state_17]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W34_V1,gip,W34
W35,GIP Wave 35,2018/05,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 35 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_17]i] - gender
• [i[year_of_birth_cat_17]i] - year of birth categories
• [i[educ_school_17]i] - highest educational degree
• [i[educ_job_17]i] - highest professional qualification
• [i[marital_status_17]i] - marital status
• [i[number_hh_members_17]i] - number of household members
• [i[occupation_17]i] - employment status
• [i[german_citizenship_17]i] - german citizenship
• [i[internet_usage_17]i] - private internet usage
• [i[state_17]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W35_V1,gip,W35
W36,GIP Wave 36,2018/07,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 36 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_17]i] - gender
• [i[year_of_birth_cat_17]i] - year of birth categories
• [i[educ_school_17]i] - highest educational degree
• [i[educ_job_17]i] - highest professional qualification
• [i[marital_status_17]i] - marital status
• [i[number_hh_members_17]i] - number of household members
• [i[occupation_17]i] - employment status
• [i[german_citizenship_17]i] - german citizenship
• [i[internet_usage_17]i] - private internet usage
• [i[state_17]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W36_V1,gip,W36
W37,GIP Wave 37,2018/09,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 37 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_18]i] - gender
• [i[year_of_birth_cat_18]i] - year of birth categories
• [i[educ_school_18]i] - highest educational degree
• [i[educ_job_18]i] - highest professional qualification
• [i[marital_status_18]i] - marital status
• [i[number_hh_members_18]i] - number of household members
• [i[occupation_18]i] - employment status
• [i[german_citizenship_18]i] - german citizenship
• [i[internet_usage_18]i] - private internet usage
• [i[state_18]i] - residence state
• [i[hh_income_18]i] - household income including single households
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W37_V2,gip,W37
W38,GIP Wave 38,2018/11,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 38 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_18]i] - gender
• [i[year_of_birth_cat_18]i] - year of birth categories
• [i[educ_school_18]i] - highest educational degree
• [i[educ_job_18]i] - highest professional qualification
• [i[marital_status_18]i] - marital status
• [i[number_hh_members_18]i] - number of household members
• [i[occupation_18]i] - employment status
• [i[german_citizenship_18]i] - german citizenship
• [i[internet_usage_18]i] - private internet usage
• [i[state_18]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W38_V1,gip,W38
W39,GIP Wave 39,2019/01,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 39 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_18]i] - gender
• [i[year_of_birth_cat_18]i] - year of birth categories
• [i[educ_school_18]i] - highest educational degree
• [i[educ_job_18]i] - highest professional qualification
• [i[marital_status_18]i] - marital status
• [i[number_hh_members_18]i] - number of household members
• [i[occupation_18]i] - employment status
• [i[german_citizenship_18]i] - german citizenship
• [i[internet_usage_18]i] - private internet usage
• [i[state_18]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W39_V2,gip,W39
W40,GIP Wave 40,2019/03,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 40 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_18]i] - gender
• [i[year_of_birth_cat_18]i] - year of birth categories
• [i[educ_school_18]i] - highest educational degree
• [i[educ_job_18]i] - highest professional qualification
• [i[marital_status_18]i] - marital status
• [i[number_hh_members_18]i] - number of household members
• [i[occupation_18]i] - employment status
• [i[german_citizenship_18]i] - german citizenship
• [i[internet_usage_18]i] - private internet usage
• [i[state_18]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W40_V1,gip,W40
W41,GIP Wave 41,2019/05,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 41 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_18]i] - gender
• [i[year_of_birth_cat_18]i] - year of birth categories
• [i[educ_school_18]i] - highest educational degree
• [i[educ_job_18]i] - highest professional qualification
• [i[marital_status_18]i] - marital status
• [i[number_hh_members_18]i] - number of household members
• [i[occupation_18]i] - employment status
• [i[german_citizenship_18]i] - german citizenship
• [i[internet_usage_18]i] - private internet usage
• [i[state_18]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W41_V1,gip,W41
W42,GIP Wave 42,2019/07,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 42 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_19]i] - gender
• [i[year_of_birth_cat_19]i] - year of birth categories
• [i[educ_school_19]i] - highest educational degree
• [i[educ_job_19]i] - highest professional qualification
• [i[marital_status_19]i] - marital status
• [i[number_hh_members_19]i] - number of household members
• [i[occupation_19]i] - employment status
• [i[german_citizenship_19]i] - german citizenship
• [i[internet_usage_19]i] - private internet usage
• [i[state_19]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W42_V1,gip,W42
W43,GIP Wave 43,2019/09,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 43 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_19]i] - gender
• [i[year_of_birth_cat_19]i] - year of birth categories
• [i[educ_school_19]i] - highest educational degree
• [i[educ_job_19]i] - highest professional qualification
• [i[marital_status_19]i] - marital status
• [i[number_hh_members_19]i] - number of household members
• [i[occupation_19]i] - employment status
• [i[german_citizenship_19]i] - german citizenship
• [i[internet_usage_19]i] - private internet usage
• [i[state_19]i] - residence state
• [i[hh_income_19]i] - household income including single households
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W43_V4,gip,W43
W44,GIP Wave 44,2019/11,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 44 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_19]i] - gender
• [i[year_of_birth_cat_19]i] - year of birth categories
• [i[educ_school_19]i] - highest educational degree
• [i[educ_job_19]i] - highest professional qualification
• [i[marital_status_19]i] - marital status
• [i[number_hh_members_19]i] - number of household members
• [i[occupation_19]i] - employment status
• [i[german_citizenship_19]i] - german citizenship
• [i[internet_usage_19]i] - private internet usage
• [i[state_19]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W44_V2,gip,W44
W45,GIP Wave 45,2020/01,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 45 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_19]i] - gender
• [i[year_of_birth_cat_19]i] - year of birth categories
• [i[educ_school_19]i] - highest educational degree
• [i[educ_job_19]i] - highest professional qualification
• [i[marital_status_19]i] - marital status
• [i[number_hh_members_19]i] - number of household members
• [i[occupation_19]i] - employment status
• [i[german_citizenship_19]i] - german citizenship
• [i[internet_usage_19]i] - private internet usage
• [i[state_19]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W45_V1,gip,W45
W46,GIP Wave 46,2020/03,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 46 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_19]i] - gender
• [i[year_of_birth_cat_19]i] - year of birth categories
• [i[educ_school_19]i] - highest educational degree
• [i[educ_job_19]i] - highest professional qualification
• [i[marital_status_19]i] - marital status
• [i[number_hh_members_19]i] - number of household members
• [i[occupation_19]i] - employment status
• [i[german_citizenship_19]i] - german citizenship
• [i[internet_usage_19]i] - private internet usage
• [i[state_19]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W46_V1,gip,W46
W47,GIP Wave 47,2020/05,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 47 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_19]i] - gender
• [i[year_of_birth_cat_19]i] - year of birth categories
• [i[educ_school_19]i] - highest educational degree
• [i[educ_job_19]i] - highest professional qualification
• [i[marital_status_19]i] - marital status
• [i[number_hh_members_19]i] - number of household members
• [i[occupation_19]i] - employment status
• [i[german_citizenship_19]i] - german citizenship
• [i[internet_usage_19]i] - private internet usage
• [i[state_19]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status
• [i[place_of_birth]i] - place of birth (generated)",p,GIP_W47_V1,gip,W47
W48,GIP Wave 48,2020/07,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 48 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_19]i] - gender
• [i[year_of_birth_cat_19]i] - year of birth categories
• [i[educ_school_19]i] - highest educational degree
• [i[educ_job_19]i] - highest professional qualification
• [i[marital_status_19]i] - marital status
• [i[number_hh_members_19]i] - number of household members
• [i[occupation_19]i] - employment status
• [i[german_citizenship_19]i] - german citizenship
• [i[internet_usage_19]i] - private internet usage
• [i[state_19]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W48_V1,gip,W48
W49,GIP Wave 49,2020/09,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 49 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_20]i] - highest educational degree
• [i[educ_job_20]i] - highest professional qualification
• [i[marital_status_20]i] - marital status
• [i[number_hh_members_20]i] - number of household members
• [i[occupation_20]i] - employment status
• [i[german_citizenship_20]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_20]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W49_V2,gip,W49
W50,GIP Wave 50,2020/11,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 50 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_20]i] - highest educational degree
• [i[educ_job_20]i] - highest professional qualification
• [i[marital_status_20]i] - marital status
• [i[number_hh_members_20]i] - number of household members
• [i[occupation_20]i] - employment status
• [i[german_citizenship_20]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_20]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status
• [i[device]i] - Device type
Preload-Variablen aus vorherigen GIP-Wellen:
- aus Welle 47 (Mai 2020):
• [i[expCE47383]i]
• [i[rndCE47402]i]
• [i[rndCE47403]i]
• [i[rndCE47404]i]
• [i[rndCE47405]i]
• [i[rndCE47406]i]",p,GIP_W50_V4,gip,W50
W51,GIP Wave 51,2021/01,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 51 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_20]i] - highest educational degree
• [i[educ_job_20]i] - highest professional qualification
• [i[marital_status_20]i] - marital status
• [i[number_hh_members_20]i] - number of household members
• [i[occupation_20]i] - employment status
• [i[german_citizenship_20]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_20]i] - residence state
• [i[sample]i] - year of recruitment
• [i[EU_president_correct]i] - EU_president_correct
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W51_V2,gip,W51
W52,GIP Wave 52,2021/03,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 52 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_20]i] - highest educational degree
• [i[educ_job_20]i] - highest professional qualification
• [i[marital_status_20]i] - marital status
• [i[number_hh_members_20]i] - number of household members
• [i[occupation_20]i] - employment status
• [i[german_citizenship_20]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_20]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W52_V1,gip,W52
W53,GIP Wave 53,2021/05,"[b[Allgemeine Hinweise für Datennutzer]b]
Der Datensatz der Welle 53 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_20]i] - highest educational degree
• [i[educ_job_20]i] - highest professional qualification
• [i[marital_status_20]i] - marital status
• [i[number_hh_members_20]i] - number of household members
• [i[occupation_20]i] - employment status
• [i[german_citizenship_20]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_20]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W53_V1,gip,W53
W54,GIP Wave 54,2021/07,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 54 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_20]i] - highest educational degree
• [i[educ_job_20]i] - highest professional qualification
• [i[marital_status_20]i] - marital status
• [i[number_hh_members_20]i] - number of household members
• [i[occupation_20]i] - employment status
• [i[german_citizenship_20]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_20]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W54_V1,gip,W54
W55,GIP Wave 55,2021/09,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 55 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_21]i] - highest educational degree
• [i[educ_job_21]i] - highest professional qualification
• [i[marital_status_21]i] - marital status
• [i[number_hh_members_21]i] - number of household members
• [i[occupation_21]i] - employment status
• [i[german_citizenship_21]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_21]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",p,GIP_W55_V2,gip,W55
W56,GIP Wave 56,2021/11,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 56 enthält folgende Kennungen und zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_21]i] - highest educational degree
• [i[educ_job_21]i] - highest professional qualification
• [i[marital_status_21]i] - marital status
• [i[number_hh_members_21]i] - number of household members
• [i[occupation_21]i] - employment status
• [i[german_citizenship_21]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_21]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status
Preload-Variablen aus vorherigen GIP-Wellen: 
- aus Welle 55 (Juli 2021)
• [i[expCE55504]i]
• [i[expCE55510]i]
• [i[expCE55518]i]",p,GIP_W56_V1,gip,W56
W57,GIP Wave 57,2022/01,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 56 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_21]i] - highest educational degree
• [i[educ_job_21]i] - highest professional qualification
• [i[marital_status_21]i] - marital status
• [i[number_hh_members_21]i] - number of household members
• [i[occupation_21]i] - employment status
• [i[german_citizenship_21]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_21]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status
Preload-Variablen aus vorherigen GIP-Wellen:
- aus Welle 45 (Januar 2020):
• [i[expAC45231a]i]
• [i[expAC45231c]i]
• [i[expAC45231d]i]
- aus Welle 55 (September 2021):
• [i[expAC55231a]i]
• [i[expAC55231c]i]
• [i[expAC55231d]i]
• [i[expCE55504]i]
• [i[expCE55510]i]
• [i[expCE55518]i]
- aus Welle 56 (November 2021):
• [i[expCE56504]i]
• [i[expCE56510]i]
• [i[expCE56518]i]",p,GIP_W57_V1,gip,W57
W58,GIP Wave 58,2022/03,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 58 enthält folgende Kennungen und zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household Identifyer, GIP
• [i[pid]i] - Person identifyer (wthin HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_21]i] - highest educational degree
• [i[educ_job_21]i]  - highest professional qualification
• [i[marital_status_21]i] - marital status
• [i[number_hh_members_21]i] - number of household members
• [i[occupation_21]i] - employment status
• [i[german_citizenship_21]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_21]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
•  [i[online_status_wave]i] - current online status ",p,GIP_W58_V1,gip,W58
W59,GIP Wave 59,2022/05,"[b[Allgemeine Hinweise für Datennutzer]b]
Der Datensatz der Welle 59 enthält folgende Kennungen und zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household Identifyer, GIP
• [i[pid]i] - Person identifyer (wthin HH)
• [i[gender_20]i] - gender
• [i[year_of_birth_cat_20]i] - year of birth categories
• [i[educ_school_21]i] - highest educational degree
• [i[educ_job_21]i]  - highest professional qualification
• [i[marital_status_21]i] - marital status
• [i[number_hh_members_21]i] - number of household members
• [i[occupation_21]i] - employment status
• [i[german_citizenship_21]i] - german citizenship
• [i[internet_usage_20]i] - private internet usage
• [i[state_21]i] - residence state
• [i[sample]i] - year of recruitment
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status ",p,GIP_W59_V1,gip,W59
W60,GIP Wave 60,2022/07,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 60 enthält folgende Kennungen und zugespielte Variablen:
• id_g - Unique ID, GIP
• hhid_g - Household Identifyer, GIP
• pid - Person identifyer (wthin HH)
• gender_20 - gender
• year_of_birth_cat_20 - year of birth categories
• educ_school_21 - highest educational degree
• educ_job_21 - highest professional qualification
• marital_status_21 - marital status
• number_hh_members_21 - number of household members
• occupation_21 - employment status
• german_citizenship_21 - german citizenship
• internet_usage_20 - private internet usage
• state_21 - residence state
• sample - year of recruitment
• dDatum - Interview-Datum
• online_status_wave - current online status",p,GIP_W60_V1,gip,W60
